HRV ANALYSIS RESULTS - 20-May-2022 15:42:48
Kubios HRV Standard
3.4.3
released in December 2020

Analyzed by:  -  - 

File name: C:\Users\ivan\Documents\Mestrado\Dissertação\Resultados\ECG\Intervalos\NNi_003C_Base_Retorno.txt
Measurement date:  
File type: asciiCUSTOM
Channel label: RR data
Data length: 00:11:16 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats

RR Interval Samples Selected for Analysis
                              ;    Sample 1;
  Sample limits (hh:mm:ss):   ;00:00:00-00:11:16;
  Sample Analysis Type: Single sample
  Beat correction: Threshold (medium)
  Beats total:                ;         500;
  Beats corrected:            ;         104;
  Beats corrected (%):        ;        20.8;
  Effective data length (s):  ;         447;
  Effective data length (%):  ;       66.17;


RESULTS FOR A SINGLE SAMPLE

Results Overview              ;
  PNS index:                  ;      0.1410;            ;
  SNS index:                  ;     -0.3061;            ;
  Stress index:               ;      6.9522;            ;

Time-Domain Results           ;
 Statistical parameters       ;
  Mean RR  (ms):              ;    891.0460;            ;
  SDNN (ms):                  ;     52.7498;            ;
  Mean HR (beats/min):        ;     67.3366;            ;
  SD HR (beats/min):          ;      4.4013;            ;
  Min HR (beats/min):         ;     28.5523;            ;
  Max HR (beats/min):         ;     83.7514;            ;
  RMSSD (ms):                 ;     51.3454;            ;
  NNxx (beats):               ;          72;            ;
  pNNxx (%):                  ;     14.4289;            ;
  SDANN (ms):                 ;         NaN;            ;
  SDNN index (ms):            ;         NaN;            ;
 Geometric parameters         ;
  RR tri index:               ;    9.433962;            ;
  TINN (ms):                  ;    389.0000;            ;

Frequency-Domain Results      ;FFT spectrum; AR spectrum;
 Peak frequencies             ;
  VLF (Hz):                   ;    0.023333;    0.040000;
  LF (Hz):                    ;    0.063333;    0.076667;
  HF (Hz):                    ;    0.153333;    0.150000;
 Absolute powers              ;
  VLF (ms^2):                 ;    452.6786;    435.1621;
  LF (ms^2):                  ;   2078.6043;   1708.3719;
  HF (ms^2):                  ;    788.2321;    568.6653;
  VLF (log):                  ;      6.1152;      6.0757;
  LF (log):                   ;      7.6395;      7.4433;
  HF (log):                   ;      6.6698;      6.3433;
 Relative powers              ;
  VLF (%):                    ;     13.6340;     16.0411;
  LF (%):                     ;     62.6044;     62.9746;
  HF (%):                     ;     23.7404;     20.9624;
 Normalized powers            ;
  LF (n.u.):                  ;     72.4874;     75.0065;
  HF (n.u.):                  ;     27.4881;     24.9674;
 Total power (ms^2):          ;   3320.2190;   2712.7934;
 LF/HF ratio:                 ;      2.6370;      3.0042;


Nonlinear Results             ;
 Poincare plot                ;
  SD1 (ms):                   ;   36.343201;            ;
  SD2 (ms):                   ;   65.190841;            ;
  SD2/SD1 ratio:              ;    1.793756;            ;
 Approximate entropy (ApEn):  ;      1.2693;            ;
 Sample entropy (SampEn):     ;      1.5439;            ;
 Detrended fluctuation analysis (DFA);
  alpha 1:                    ;      1.0737;            ;
  alpha 2:                    ;      0.3971;            ;


RR INTERVAL DATA and SPECTRUM ESTIMATES;
                              ;    SAMPLE 1;            ;            ;            ;            ;            ;            ;            ;            ;
                              ;     RR Data;            ;FFT spectrum;            ; AR Spectrum;            ;            ;            ;            ;
                              ;        Time; RR interval;   Frequency;         PSD;   Frequency;         PSD;   VLF comp.;    LF comp.;    HF comp.;
                              ;         (s);         (s);        (Hz);   (ms^2/Hz);        (Hz);   (ms^2/Hz);   (ms^2/Hz);   (ms^2/Hz);   (ms^2/Hz);
                              ;       1.762;       0.852;       0.000;      0.1219;       0.000;   4811.0022;            ;            ;            ;
                              ;       3.379;       0.852;       0.003;      4.3221;       0.003;   9648.8937;            ;            ;            ;
                              ;       4.746;       0.852;       0.007;    139.8701;       0.007;   9730.0256;            ;            ;            ;
                              ;       5.469;       0.723;       0.010;   1076.3624;       0.010;   9866.7998;            ;            ;            ;
                              ;       6.234;       0.766;       0.013;   5268.7863;       0.013;  10061.5730;            ;            ;            ;
                              ;       6.988;       0.754;       0.017;  15770.6765;       0.017;  10317.6908;            ;            ;            ;
                              ;       7.727;       0.738;       0.020;  22378.6832;       0.020;  10639.5230;            ;            ;            ;
                              ;       9.273;       0.764;       0.023;  25007.3391;       0.023;  11032.4909;            ;            ;            ;
                              ;      10.063;       0.789;       0.027;  18737.6570;       0.027;  11503.0656;            ;            ;            ;
                              ;      10.844;       0.781;       0.030;  19871.5338;       0.030;  12058.7038;            ;            ;            ;
                              ;      12.445;       0.800;       0.033;  16384.3492;       0.033;  12707.6680;            ;            ;            ;
                              ;      13.258;       0.813;       0.037;   4917.0760;       0.037;  13458.6478;            ;            ;            ;
                              ;      14.043;       0.785;       0.040;  12240.4548;       0.040;  14320.0583;            ;            ;            ;
                              ;      14.824;       0.781;       0.043;  15719.7913;       0.043;  15298.8390;            ;            ;            ;
                              ;      15.602;       0.777;       0.047;  12456.3898;       0.047;  16398.5242;            ;            ;            ;
                              ;      17.969;       0.776;       0.050;  17402.7833;       0.050;  17616.3242;            ;            ;            ;
                              ;      18.762;       0.793;       0.053;  26054.6077;       0.053;  18939.0157;            ;            ;            ;
                              ;      19.586;       0.824;       0.057;  38229.7563;       0.057;  20337.6942;            ;            ;            ;
                              ;      20.414;       0.828;       0.060;  41532.2788;       0.060;  21762.0493;            ;            ;            ;
                              ;      21.246;       0.832;       0.063;  41759.7936;       0.063;  23135.8930;            ;            ;            ;
                              ;      22.059;       0.813;       0.067;  40490.2590;       0.067;  24357.0153;            ;            ;            ;
                              ;      22.848;       0.789;       0.070;  30548.2786;       0.070;  25305.2084;            ;            ;            ;
                              ;      23.668;       0.820;       0.073;  35190.5292;       0.073;  25860.9254;            ;            ;            ;
                              ;      24.508;       0.840;       0.077;  36030.7880;       0.077;  25932.2963;            ;            ;            ;
                              ;      25.336;       0.828;       0.080;  24508.1056;       0.080;  25481.5862;            ;            ;            ;
                              ;      26.152;       0.816;       0.083;  17897.7699;       0.083;  24538.7685;            ;            ;            ;
                              ;      26.953;       0.801;       0.087;  16466.1613;       0.087;  23194.5362;            ;            ;            ;
                              ;      27.758;       0.805;       0.090;  26058.1017;       0.090;  21575.9052;            ;            ;            ;
                              ;      28.555;       0.797;       0.093;  32977.0414;       0.093;  19816.1577;            ;            ;            ;
                              ;      29.410;       0.855;       0.097;  22598.5521;       0.097;  18031.0168;            ;            ;            ;
                              ;      30.207;       0.797;       0.100;  21458.5750;       0.100;  16306.5743;            ;            ;            ;
                              ;      30.996;       0.789;       0.103;  24012.9790;       0.103;  14697.8327;            ;            ;            ;
                              ;      31.773;       0.777;       0.107;  25912.2695;       0.107;  13233.5845;            ;            ;            ;
                              ;      32.563;       0.789;       0.110;  14677.4521;       0.110;  11923.5045;            ;            ;            ;
                              ;      33.348;       0.785;       0.113;   6082.4656;       0.113;  10764.8820;            ;            ;            ;
